{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.56490284768509491, "dev_loss": 0.6801813574773925, "epoch": 0, "train_acc": 0.70005662476168262, "train_loss": 0.77907372879076608}
{"dev_acc": 0.57895786993895137, "dev_loss": 0.67616788085017887, "epoch": 1, "train_acc": 0.65771606328712295, "train_loss": 0.73925422377224215}
{"dev_acc": 0.51406510307162978, "dev_loss": 0.69390108436346054, "epoch": 2, "train_acc": 0.69952196309232095, "train_loss": 0.70752286722388447}
{"dev_acc": 0.58409119551306965, "dev_loss": 0.67688288752521786, "epoch": 3, "train_acc": 0.74243728526640262, "train_loss": 0.67492040689987476}
{"dev_acc": 0.57075197048818249, "dev_loss": 0.68561534956097603, "epoch": 4, "train_acc": 0.81484491793776048, "train_loss": 0.64390925723540637}
{"dev_acc": 0.52626761653521548, "dev_loss": 0.67713021912745064, "epoch": 5, "train_acc": 0.81867065201867772, "train_loss": 0.58355828365193141}
{"dev_acc": 0.52286509940779147, "dev_loss": 0.69731318711170132, "epoch": 6, "train_acc": 0.83166562904506236, "train_loss": 0.52902086975076534}
{"dev_acc": 0.54032165299127899, "dev_loss": 0.68019666575959747, "epoch": 7, "train_acc": 0.84638181025091619, "train_loss": 0.4662207137274591}
{"dev_acc": 0.58809434874958144, "dev_loss": 0.663472977067743, "epoch": 8, "train_acc": 0.86133452537737243, "train_loss": 0.44006321343440041}
{"dev_acc": 0.5924632388687554, "dev_loss": 0.70926827325352604, "epoch": 9, "train_acc": 0.87569400440291145, "train_loss": 0.38961833465514306}
{"dev_acc": 0.59398770876392193, "dev_loss": 0.69505567223365816, "epoch": 10, "train_acc": 0.88963790555908417, "train_loss": 0.33422160125042821}
{"dev_acc": 0.57480380247599694, "dev_loss": 0.68779908998736317, "epoch": 11, "train_acc": 0.8946304461796496, "train_loss": 0.32219408909330449}
{"dev_acc": 0.6015265618435649, "dev_loss": 0.71369126319353071, "epoch": 12, "train_acc": 0.90007150046520579, "train_loss": 0.30991668404445427}
{"dev_acc": 0.63694478458251136, "dev_loss": 0.7596623629464635, "epoch": 13, "train_acc": 0.90545340564601151, "train_loss": 0.27432793112400966}
{"dev_acc": 0.61462753775226509, "dev_loss": 0.70095395975347075, "epoch": 14, "train_acc": 0.89967539845775546, "train_loss": 0.29388298103703731}
{"dev_acc": 0.58178349320115141, "dev_loss": 0.71345679728048184, "epoch": 15, "train_acc": 0.90180491723354483, "train_loss": 0.30295788595980455}
{"dev_acc": 0.62814561348185338, "dev_loss": 0.70675875925059828, "epoch": 16, "train_acc": 0.90688293994450908, "train_loss": 0.25872595825739486}
{"dev_acc": 0.62067500339621628, "dev_loss": 0.74921346296157154, "epoch": 17, "train_acc": 0.91089611898317491, "train_loss": 0.24337836145423353}
{"dev_acc": 0.65125617910023892, "dev_loss": 0.77847395077281234, "epoch": 18, "train_acc": 0.9158193534115564, "train_loss": 0.23157431937966355}
{"dev_acc": 0.60629268091462063, "dev_loss": 0.76681866134250798, "epoch": 19, "train_acc": 0.91983623243103807, "train_loss": 0.22150438842791004}
