{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.57438852129761353, "dev_loss": 0.6779804474541119, "epoch": 0, "train_acc": 0.67012280426387649, "train_loss": 0.72518988010249563}
{"dev_acc": 0.60786584734777449, "dev_loss": 0.67415853057588848, "epoch": 1, "train_acc": 0.78398270204651399, "train_loss": 0.69463486007497277}
{"dev_acc": 0.58787293270000307, "dev_loss": 0.67780758174402378, "epoch": 2, "train_acc": 0.80249870203897533, "train_loss": 0.65617800513400304}
{"dev_acc": 0.62023315112881694, "dev_loss": 0.63459721154400284, "epoch": 3, "train_acc": 0.7820698163974823, "train_loss": 0.60673752389376678}
{"dev_acc": 0.63600715222817161, "dev_loss": 0.64639329165220261, "epoch": 4, "train_acc": 0.8125932650851051, "train_loss": 0.57516926404418822}
{"dev_acc": 0.60069030945746238, "dev_loss": 0.6465640578951154, "epoch": 5, "train_acc": 0.83627375736270781, "train_loss": 0.50655505542136448}
{"dev_acc": 0.60364861880593967, "dev_loss": 0.64162029911364826, "epoch": 6, "train_acc": 0.80766686141582722, "train_loss": 0.50847200375003154}
{"dev_acc": 0.57533926466457408, "dev_loss": 0.65060695313981598, "epoch": 7, "train_acc": 0.85562292459426792, "train_loss": 0.45537222860546051}
{"dev_acc": 0.6136482690297117, "dev_loss": 0.65603158197232658, "epoch": 8, "train_acc": 0.84776849393168685, "train_loss": 0.45018934057671811}
{"dev_acc": 0.64737236611878468, "dev_loss": 0.65183394162782604, "epoch": 9, "train_acc": 0.86283190519285169, "train_loss": 0.40493634517622901}
{"dev_acc": 0.6412398038604773, "dev_loss": 0.65822184884122437, "epoch": 10, "train_acc": 0.87758656496482412, "train_loss": 0.37225504431142648}
{"dev_acc": 0.63800099635535745, "dev_loss": 0.66129675880074501, "epoch": 11, "train_acc": 0.88207091475380206, "train_loss": 0.34421778192059904}
{"dev_acc": 0.63427789072516927, "dev_loss": 0.66455191693135673, "epoch": 12, "train_acc": 0.88631911699852606, "train_loss": 0.31537817565936455}
{"dev_acc": 0.65318462933756682, "dev_loss": 0.67005048958318569, "epoch": 13, "train_acc": 0.88845039549493476, "train_loss": 0.30686318332659479}
{"dev_acc": 0.63576723906725885, "dev_loss": 0.68017067015171051, "epoch": 14, "train_acc": 0.89242097976423596, "train_loss": 0.2915834024448325}
{"dev_acc": 0.63034308420370311, "dev_loss": 0.68746679169791081, "epoch": 15, "train_acc": 0.89462118735665286, "train_loss": 0.28576497373147575}
{"dev_acc": 0.63332197606174856, "dev_loss": 0.75104029030938235, "epoch": 16, "train_acc": 0.89849271381814366, "train_loss": 0.26917300686900375}
{"dev_acc": 0.5964434836849718, "dev_loss": 0.6966186894902161, "epoch": 17, "train_acc": 0.90108195579488093, "train_loss": 0.26245608213770238}
{"dev_acc": 0.61954147081268396, "dev_loss": 0.68018216998981573, "epoch": 18, "train_acc": 0.90317455461135643, "train_loss": 0.25648158499853141}
{"dev_acc": 0.66376605295360758, "dev_loss": 0.68125629624617956, "epoch": 19, "train_acc": 0.90544479390962695, "train_loss": 0.25036861466117133}
{"dev_acc": 0.65090577251630755, "dev_loss": 0.67617140663787723, "epoch": 20, "train_acc": 0.90606026267824791, "train_loss": 0.25011681719635953}
{"dev_acc": 0.60306087639528561, "dev_loss": 0.70228348106944138, "epoch": 21, "train_acc": 0.89206496845230021, "train_loss": 0.27466790312075917}
{"dev_acc": 0.65725338957474944, "dev_loss": 0.67071441640811302, "epoch": 22, "train_acc": 0.90089082508504226, "train_loss": 0.26224304232274809}
{"dev_acc": 0.66322427403806761, "dev_loss": 0.652412550257785, "epoch": 23, "train_acc": 0.90801475652135022, "train_loss": 0.2448537449744424}
{"dev_acc": 0.65786375814304132, "dev_loss": 0.65536952364657608, "epoch": 24, "train_acc": 0.91309640727840824, "train_loss": 0.23441937465082172}
{"dev_acc": 0.6557258146367525, "dev_loss": 0.68722862544070396, "epoch": 25, "train_acc": 0.9148841259106183, "train_loss": 0.22773442164179869}
{"dev_acc": 0.61762381647599029, "dev_loss": 0.68318963629592744, "epoch": 26, "train_acc": 0.91761125248664355, "train_loss": 0.21857771799970371}
{"dev_acc": 0.61290710250530833, "dev_loss": 0.69628847922597614, "epoch": 27, "train_acc": 0.92088929520861984, "train_loss": 0.21132212461346667}
{"dev_acc": 0.65029211881971416, "dev_loss": 0.67544073092618162, "epoch": 28, "train_acc": 0.91817836142745868, "train_loss": 0.21968899940802197}
{"dev_acc": 0.64315359424897967, "dev_loss": 0.69311933811487891, "epoch": 29, "train_acc": 0.92315077961096914, "train_loss": 0.20728620531072817}
{"dev_acc": 0.61373641682154645, "dev_loss": 0.72451054281555116, "epoch": 30, "train_acc": 0.92534770404236344, "train_loss": 0.20177605097577023}
{"dev_acc": 0.62131276075580633, "dev_loss": 0.71356399064617493, "epoch": 31, "train_acc": 0.92686840042444785, "train_loss": 0.1954085243898267}
{"dev_acc": 0.6282312005743228, "dev_loss": 0.7076099063602409, "epoch": 32, "train_acc": 0.92871926971326291, "train_loss": 0.19291252709900861}
{"dev_acc": 0.6382971106167481, "dev_loss": 0.70886201235199608, "epoch": 33, "train_acc": 0.93188799806350642, "train_loss": 0.18530086773673154}
{"dev_acc": 0.62697797802785893, "dev_loss": 0.72234511747956276, "epoch": 34, "train_acc": 0.93362449898267574, "train_loss": 0.18293262664206575}
{"dev_acc": 0.62064016609788286, "dev_loss": 0.73476726772995404, "epoch": 35, "train_acc": 0.93547848744529338, "train_loss": 0.18024795978548169}
{"dev_acc": 0.62075380855151507, "dev_loss": 0.74446168415514491, "epoch": 36, "train_acc": 0.93718919627641517, "train_loss": 0.17323203493905096}
{"dev_acc": 0.62539633157715779, "dev_loss": 0.75283183648051433, "epoch": 37, "train_acc": 0.93892862404556188, "train_loss": 0.1703755660894129}
{"dev_acc": 0.59605238208476563, "dev_loss": 0.80118666439583264, "epoch": 38, "train_acc": 0.9405960879540638, "train_loss": 0.17071519666615706}
{"dev_acc": 0.62838332756828164, "dev_loss": 0.7776283227639007, "epoch": 39, "train_acc": 0.9360131136981098, "train_loss": 0.16434523578789573}
{"dev_acc": 0.60376544271604415, "dev_loss": 0.86022551517401424, "epoch": 40, "train_acc": 0.94326498743856102, "train_loss": 0.16134607348444832}
{"dev_acc": 0.61514879758346708, "dev_loss": 0.76217267196625471, "epoch": 41, "train_acc": 0.90674717975058783, "train_loss": 0.26621114724843253}
{"dev_acc": 0.63798036769587452, "dev_loss": 0.72128025791607797, "epoch": 42, "train_acc": 0.91323036218181253, "train_loss": 0.23365295973099484}
{"dev_acc": 0.64461597048115338, "dev_loss": 0.73997821352843729, "epoch": 43, "train_acc": 0.92271453654575941, "train_loss": 0.20978804221715708}
{"dev_acc": 0.60626469365073254, "dev_loss": 0.80033247384043149, "epoch": 44, "train_acc": 0.92677855948706367, "train_loss": 0.19583529850712658}
{"dev_acc": 0.6099147204685178, "dev_loss": 0.79433317570614492, "epoch": 45, "train_acc": 0.93122181419621242, "train_loss": 0.18483012208668662}
{"dev_acc": 0.55748705403561138, "dev_loss": 0.84218305668660576, "epoch": 46, "train_acc": 0.932670398697515, "train_loss": 0.19194969279257598}
{"dev_acc": 0.60616660560948865, "dev_loss": 0.79937809890335687, "epoch": 47, "train_acc": 0.92607810424100512, "train_loss": 0.21319978668603493}
{"dev_acc": 0.61142844046243372, "dev_loss": 0.79429069540596431, "epoch": 48, "train_acc": 0.93160231138282035, "train_loss": 0.19007831119970547}
{"dev_acc": 0.59781740620204538, "dev_loss": 0.78468025583840373, "epoch": 49, "train_acc": 0.93347198074480686, "train_loss": 0.18326708327026897}
{"dev_acc": 0.63060397833429338, "dev_loss": 0.74057970992622102, "epoch": 50, "train_acc": 0.92067234783161278, "train_loss": 0.21889779202439646}
