{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.56741662974855445, "dev_loss": 0.68431342606033596, "epoch": 0, "train_acc": 0.66664081706901168, "train_loss": 0.7198860451013227}
{"dev_acc": 0.58186528986762576, "dev_loss": 0.67700284453375004, "epoch": 1, "train_acc": 0.70559139241926661, "train_loss": 0.6886988184120082}
{"dev_acc": 0.56121740964474387, "dev_loss": 0.68834258882062771, "epoch": 2, "train_acc": 0.72117294063434512, "train_loss": 0.66584004386316376}
{"dev_acc": 0.58611525800512132, "dev_loss": 0.67348525619932587, "epoch": 3, "train_acc": 0.75368700788645882, "train_loss": 0.66554636102688458}
{"dev_acc": 0.56317006035953976, "dev_loss": 0.67337706046445034, "epoch": 4, "train_acc": 0.79975056203296035, "train_loss": 0.60166562697555448}
{"dev_acc": 0.55925993892505865, "dev_loss": 0.67090953726853642, "epoch": 5, "train_acc": 0.81866652493460501, "train_loss": 0.55374041845715494}
{"dev_acc": 0.64639049491859801, "dev_loss": 0.64790370874106884, "epoch": 6, "train_acc": 0.83934310785979493, "train_loss": 0.49773283925237533}
{"dev_acc": 0.6644468980096957, "dev_loss": 0.64850678042109522, "epoch": 7, "train_acc": 0.85308444308752396, "train_loss": 0.4583457950502634}
{"dev_acc": 0.62841846484540986, "dev_loss": 0.6585260962269136, "epoch": 8, "train_acc": 0.86413028020006455, "train_loss": 0.42977301135093349}
{"dev_acc": 0.63573309960786506, "dev_loss": 0.68592995910772259, "epoch": 9, "train_acc": 0.86733513110266536, "train_loss": 0.3846405927280459}
{"dev_acc": 0.5910192433024245, "dev_loss": 0.70721958431282217, "epoch": 10, "train_acc": 0.88157647207784506, "train_loss": 0.35637215187749532}
{"dev_acc": 0.59884382264565639, "dev_loss": 0.72413657911654028, "epoch": 11, "train_acc": 0.88438039888961195, "train_loss": 0.33157158097181516}
{"dev_acc": 0.62622555160146243, "dev_loss": 0.72257608108754667, "epoch": 12, "train_acc": 0.89474741137106339, "train_loss": 0.31546453365325172}
{"dev_acc": 0.64557630829243584, "dev_loss": 0.72748730943671291, "epoch": 13, "train_acc": 0.89967756854042003, "train_loss": 0.28959383158885604}
{"dev_acc": 0.64224892191545013, "dev_loss": 0.7444776751965817, "epoch": 14, "train_acc": 0.90435597122248246, "train_loss": 0.271613828843766}
{"dev_acc": 0.62427727378605691, "dev_loss": 0.80342879465648109, "epoch": 15, "train_acc": 0.90793932494668705, "train_loss": 0.26015629173076676}
{"dev_acc": 0.63647555626981134, "dev_loss": 0.77774700402681318, "epoch": 16, "train_acc": 0.91020195378143309, "train_loss": 0.25102686137403069}
{"dev_acc": 0.61243833274648618, "dev_loss": 0.75544287916272879, "epoch": 17, "train_acc": 0.91257554050609746, "train_loss": 0.24708712310382885}
{"dev_acc": 0.62576871446076854, "dev_loss": 0.78972323099151254, "epoch": 18, "train_acc": 0.91544712136814432, "train_loss": 0.24121852344288078}
{"dev_acc": 0.60545699974844991, "dev_loss": 0.77285473361345269, "epoch": 19, "train_acc": 0.91891438954529203, "train_loss": 0.22958332339200027}
{"dev_acc": 0.57842468487146148, "dev_loss": 0.77389056564840886, "epoch": 20, "train_acc": 0.92116470908091841, "train_loss": 0.22067085062919917}
{"dev_acc": 0.60310618845627284, "dev_loss": 0.77539139029769488, "epoch": 21, "train_acc": 0.92305613409247278, "train_loss": 0.20865612175710546}
{"dev_acc": 0.59957728921150777, "dev_loss": 0.8305706304298448, "epoch": 22, "train_acc": 0.92628295747373945, "train_loss": 0.20217204008316267}
{"dev_acc": 0.60206803474375126, "dev_loss": 0.80528008079688462, "epoch": 23, "train_acc": 0.92184911212758047, "train_loss": 0.22293498046855337}
