{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.55673153855391211, "dev_loss": 0.70141196463789257, "epoch": 0, "train_acc": 0.72045255476409376, "train_loss": 0.71558606435980976}
{"dev_acc": 0.56064775529053024, "dev_loss": 0.6886683846158641, "epoch": 1, "train_acc": 0.74866727898534791, "train_loss": 0.68099657644199418}
{"dev_acc": 0.52713280588416744, "dev_loss": 0.6992703415453434, "epoch": 2, "train_acc": 0.75373445679886486, "train_loss": 0.66170591115951538}
{"dev_acc": 0.54877694591532789, "dev_loss": 0.68770444233502659, "epoch": 3, "train_acc": 0.81595896384163513, "train_loss": 0.60338104733183417}
{"dev_acc": 0.55277506241199614, "dev_loss": 0.68312388924615719, "epoch": 4, "train_acc": 0.82290994465515765, "train_loss": 0.54772416926637479}
{"dev_acc": 0.58808530591715458, "dev_loss": 0.68155687994190628, "epoch": 5, "train_acc": 0.84323105069598969, "train_loss": 0.47575670310968088}
{"dev_acc": 0.58790898283687876, "dev_loss": 0.67006929644516533, "epoch": 6, "train_acc": 0.85289629088363517, "train_loss": 0.44960681985639317}
{"dev_acc": 0.59122321476897088, "dev_loss": 0.66998959838279659, "epoch": 7, "train_acc": 0.86786126312578071, "train_loss": 0.38768507126435825}
{"dev_acc": 0.60893197695409385, "dev_loss": 0.68141086625733549, "epoch": 8, "train_acc": 0.87687114637945274, "train_loss": 0.37650360767081192}
{"dev_acc": 0.64891841499987268, "dev_loss": 0.66922435776463574, "epoch": 9, "train_acc": 0.88368653807127839, "train_loss": 0.331949728116676}
{"dev_acc": 0.66301183491091387, "dev_loss": 0.6623210518487862, "epoch": 10, "train_acc": 0.89271222517479898, "train_loss": 0.30896399746637176}
{"dev_acc": 0.62055482728709255, "dev_loss": 0.72005840334376059, "epoch": 11, "train_acc": 0.89927448054134451, "train_loss": 0.28768438888754977}
{"dev_acc": 0.66114040496860638, "dev_loss": 0.64961064819778713, "epoch": 12, "train_acc": 0.90209710420913358, "train_loss": 0.27006548423249321}
{"dev_acc": 0.67870457979561338, "dev_loss": 0.63577226622562322, "epoch": 13, "train_acc": 0.9054405281050012, "train_loss": 0.2631966081548105}
{"dev_acc": 0.66197419771777655, "dev_loss": 0.64570981681546458, "epoch": 14, "train_acc": 0.91118049726733996, "train_loss": 0.25126692261900518}
{"dev_acc": 0.68388729786760127, "dev_loss": 0.65609765016207733, "epoch": 15, "train_acc": 0.91146742677149639, "train_loss": 0.24111840719522176}
{"dev_acc": 0.67522803846516266, "dev_loss": 0.6439560551661998, "epoch": 16, "train_acc": 0.9158281694558561, "train_loss": 0.23324874310188373}
{"dev_acc": 0.67509319748751029, "dev_loss": 0.63516319533144794, "epoch": 17, "train_acc": 0.9196969372379068, "train_loss": 0.22547863395236245}
{"dev_acc": 0.69450412096753988, "dev_loss": 0.65323316648469443, "epoch": 18, "train_acc": 0.92140450389327799, "train_loss": 0.21739447666214237}
{"dev_acc": 0.70350099562547908, "dev_loss": 0.64658081421761637, "epoch": 19, "train_acc": 0.92008468864838999, "train_loss": 0.22961169154283037}
{"dev_acc": 0.70204075394318877, "dev_loss": 0.65009607000476011, "epoch": 20, "train_acc": 0.92128928025564227, "train_loss": 0.21552598194802722}
{"dev_acc": 0.6487005291786494, "dev_loss": 0.68797204772376319, "epoch": 21, "train_acc": 0.92787698451614398, "train_loss": 0.2001706093160695}
{"dev_acc": 0.65524445602022519, "dev_loss": 0.6854296736918124, "epoch": 22, "train_acc": 0.93070180898023247, "train_loss": 0.18853075978864881}
{"dev_acc": 0.66008569882680757, "dev_loss": 0.74319290067900767, "epoch": 23, "train_acc": 0.9338816815118437, "train_loss": 0.18129512045386578}
{"dev_acc": 0.65703674657579214, "dev_loss": 0.66823738454175852, "epoch": 24, "train_acc": 0.90499816076976802, "train_loss": 0.29044493048192488}
{"dev_acc": 0.67773798935700813, "dev_loss": 0.63499588998300693, "epoch": 25, "train_acc": 0.91032157948408599, "train_loss": 0.25279034716018206}
{"dev_acc": 0.66333699243636557, "dev_loss": 0.62163345454194185, "epoch": 26, "train_acc": 0.91703906640694066, "train_loss": 0.22263539646961431}
{"dev_acc": 0.67424208448512701, "dev_loss": 0.64164956100285053, "epoch": 27, "train_acc": 0.92102011186099186, "train_loss": 0.21162142318856159}
{"dev_acc": 0.68073449284247722, "dev_loss": 0.66787207210187005, "epoch": 28, "train_acc": 0.92561407572758425, "train_loss": 0.19776241057088209}
{"dev_acc": 0.6557934504528049, "dev_loss": 0.74973232580565052, "epoch": 29, "train_acc": 0.92449236580281025, "train_loss": 0.20649777955590759}
{"dev_acc": 0.67513253392292416, "dev_loss": 0.69682084913698161, "epoch": 30, "train_acc": 0.92977527067352628, "train_loss": 0.19314741364258778}
{"dev_acc": 0.68713043583701749, "dev_loss": 0.67466405415741193, "epoch": 31, "train_acc": 0.93274039585044166, "train_loss": 0.18345304740290011}
{"dev_acc": 0.68404579725410675, "dev_loss": 0.68750238783624285, "epoch": 32, "train_acc": 0.93532724206522744, "train_loss": 0.17505892189194727}
{"dev_acc": 0.61329369291987312, "dev_loss": 0.79781433576551664, "epoch": 33, "train_acc": 0.93184725990974937, "train_loss": 0.21502042074538208}
{"dev_acc": 0.6609999204555298, "dev_loss": 0.6769171707731273, "epoch": 34, "train_acc": 0.91624829524994167, "train_loss": 0.24885466729314362}
{"dev_acc": 0.6685920084857061, "dev_loss": 0.67304534945287742, "epoch": 35, "train_acc": 0.91959880621446621, "train_loss": 0.21677562934597011}
{"dev_acc": 0.68243809692038992, "dev_loss": 0.66167119490897419, "epoch": 36, "train_acc": 0.92388008002361588, "train_loss": 0.20731607453462511}
{"dev_acc": 0.65767899019908149, "dev_loss": 0.71282269004067145, "epoch": 37, "train_acc": 0.92750575241417132, "train_loss": 0.23101256371702691}
{"dev_acc": 0.64109694421097874, "dev_loss": 0.76484879897907376, "epoch": 38, "train_acc": 0.93015587891246865, "train_loss": 0.18847442621170304}
{"dev_acc": 0.65716933033000302, "dev_loss": 0.72552471077818026, "epoch": 39, "train_acc": 0.9322786038913321, "train_loss": 0.18621356788548549}
{"dev_acc": 0.66246801560781932, "dev_loss": 0.78150996671008344, "epoch": 40, "train_acc": 0.93479652703606686, "train_loss": 0.17651283241378488}
{"dev_acc": 0.67953005377503395, "dev_loss": 0.76887250223288517, "epoch": 41, "train_acc": 0.93641711665828686, "train_loss": 0.16953519437700817}
{"dev_acc": 0.66496520385842928, "dev_loss": 0.77789408334605725, "epoch": 42, "train_acc": 0.93834996727521225, "train_loss": 0.16463345859324652}
{"dev_acc": 0.68755267676571719, "dev_loss": 0.76399824591395116, "epoch": 43, "train_acc": 0.94059448756394115, "train_loss": 0.16346464273291403}
{"dev_acc": 0.59953887592342259, "dev_loss": 0.69602902526302002, "epoch": 44, "train_acc": 0.92161208263201511, "train_loss": 0.25566389063570122}
{"dev_acc": 0.61131417124165655, "dev_loss": 0.74295145525996176, "epoch": 45, "train_acc": 0.90163567949490364, "train_loss": 0.32235408278146782}
{"dev_acc": 0.60669122911136508, "dev_loss": 0.76709791110728731, "epoch": 46, "train_acc": 0.91305762265168011, "train_loss": 0.24562594813333022}
{"dev_acc": 0.59844870831276997, "dev_loss": 0.80324960277149715, "epoch": 47, "train_acc": 0.92050212029683198, "train_loss": 0.22545040522159013}
