{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.44833783565521984, "dev_loss": 0.70334509334393913, "epoch": 0, "train_acc": 0.71918403617583737, "train_loss": 0.73014200752294511}
{"dev_acc": 0.55079605028729295, "dev_loss": 0.69569629750081474, "epoch": 1, "train_acc": 0.66552478785039959, "train_loss": 0.69021349504024165}
{"dev_acc": 0.57602570639347184, "dev_loss": 0.68164771901709698, "epoch": 2, "train_acc": 0.76567733902360235, "train_loss": 0.66889609943462325}
{"dev_acc": 0.56106033901939889, "dev_loss": 0.69581388203161099, "epoch": 3, "train_acc": 0.77200491349616673, "train_loss": 0.64361930044391491}
{"dev_acc": 0.5702579057420738, "dev_loss": 0.67272967951638363, "epoch": 4, "train_acc": 0.78325353408124154, "train_loss": 0.62722292033177385}
{"dev_acc": 0.54192964658654585, "dev_loss": 0.68421902241451404, "epoch": 5, "train_acc": 0.80426360038931566, "train_loss": 0.5789737863631188}
{"dev_acc": 0.55403843166583167, "dev_loss": 0.68804939889482086, "epoch": 6, "train_acc": 0.82695330153574953, "train_loss": 0.54857141350077676}
{"dev_acc": 0.55161393431028405, "dev_loss": 0.7079650639955487, "epoch": 7, "train_acc": 0.84745960549903154, "train_loss": 0.51316524344154546}
{"dev_acc": 0.59019826576079049, "dev_loss": 0.67405793922288082, "epoch": 8, "train_acc": 0.86039352128492608, "train_loss": 0.46649303551338894}
{"dev_acc": 0.64770312833277988, "dev_loss": 0.67080004247171543, "epoch": 9, "train_acc": 0.86842546880446903, "train_loss": 0.42096984952310973}
{"dev_acc": 0.67294851232679043, "dev_loss": 0.6540414752172572, "epoch": 10, "train_acc": 0.87337253082798627, "train_loss": 0.384505901821665}
{"dev_acc": 0.591295816988751, "dev_loss": 0.69358722280178753, "epoch": 11, "train_acc": 0.88592813261401437, "train_loss": 0.35298245717311583}
{"dev_acc": 0.66518550899328865, "dev_loss": 0.6724534989999873, "epoch": 12, "train_acc": 0.88798056580186535, "train_loss": 0.33500066741452189}
{"dev_acc": 0.6776339712136179, "dev_loss": 0.68031825870275497, "epoch": 13, "train_acc": 0.89309305153217944, "train_loss": 0.31632572301675249}
{"dev_acc": 0.64461998698846479, "dev_loss": 0.67001254750149586, "epoch": 14, "train_acc": 0.89769680580724964, "train_loss": 0.28887630168855472}
{"dev_acc": 0.64709270740361557, "dev_loss": 0.67609501796375426, "epoch": 15, "train_acc": 0.90074407811795076, "train_loss": 0.29899637972275855}
{"dev_acc": 0.5413149045059672, "dev_loss": 0.71290154276149609, "epoch": 16, "train_acc": 0.88364579177325064, "train_loss": 0.37255497735960386}
{"dev_acc": 0.56891465188357937, "dev_loss": 0.69870081410876339, "epoch": 17, "train_acc": 0.87462835677547268, "train_loss": 0.40797690424148608}
{"dev_acc": 0.58500556105309853, "dev_loss": 0.6919659241767866, "epoch": 18, "train_acc": 0.89072491848123803, "train_loss": 0.32952281290405916}
{"dev_acc": 0.60107864579444104, "dev_loss": 0.67793172810758862, "epoch": 19, "train_acc": 0.89571931962306972, "train_loss": 0.29380713441023082}
{"dev_acc": 0.63172837090465772, "dev_loss": 0.65525434911251068, "epoch": 20, "train_acc": 0.89846382236810007, "train_loss": 0.27651319597093271}
{"dev_acc": 0.68582136937944804, "dev_loss": 0.66231193553124157, "epoch": 21, "train_acc": 0.90306915888204109, "train_loss": 0.26616797993943991}
{"dev_acc": 0.63230301982487835, "dev_loss": 0.66961039024006042, "epoch": 22, "train_acc": 0.9071872327475804, "train_loss": 0.25099744181785311}
{"dev_acc": 0.66158530750947564, "dev_loss": 0.65789078388895306, "epoch": 23, "train_acc": 0.91053771700197506, "train_loss": 0.23958001221468248}
{"dev_acc": 0.67384362100002648, "dev_loss": 0.67181860722069231, "epoch": 24, "train_acc": 0.91166780202841924, "train_loss": 0.23514805735778535}
{"dev_acc": 0.68887071583628445, "dev_loss": 0.63119807826089003, "epoch": 25, "train_acc": 0.91496431252801624, "train_loss": 0.23368455746426259}
{"dev_acc": 0.67808456391704142, "dev_loss": 0.64487885690427249, "epoch": 26, "train_acc": 0.914488878376161, "train_loss": 0.23415348504499026}
{"dev_acc": 0.68812374153082911, "dev_loss": 0.64143082007233587, "epoch": 27, "train_acc": 0.9167397949179471, "train_loss": 0.22256743645478227}
{"dev_acc": 0.66716535159624824, "dev_loss": 0.66678623742024812, "epoch": 28, "train_acc": 0.91875140959578028, "train_loss": 0.22313194887000107}
{"dev_acc": 0.68297083442205131, "dev_loss": 0.74104682236377684, "epoch": 29, "train_acc": 0.90584093397052701, "train_loss": 0.23086523057309369}
{"dev_acc": 0.65258266016404154, "dev_loss": 0.7418318335299513, "epoch": 30, "train_acc": 0.92157192819034728, "train_loss": 0.21020859288325447}
{"dev_acc": 0.67870908624466175, "dev_loss": 0.6813399571027341, "epoch": 31, "train_acc": 0.92414724078856358, "train_loss": 0.20269701662885992}
{"dev_acc": 0.67054507965136989, "dev_loss": 0.68437198336635319, "epoch": 32, "train_acc": 0.92597771733258094, "train_loss": 0.19581787735374814}
