{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.56639202811275691, "dev_loss": 0.68715252567614826, "epoch": 0, "train_acc": 0.70071758821151542, "train_loss": 0.73518054319333426}
{"dev_acc": 0.58014256844603929, "dev_loss": 0.68667755169527867, "epoch": 1, "train_acc": 0.68478074475906314, "train_loss": 0.72368760161761991}
{"dev_acc": 0.5728673507348444, "dev_loss": 0.68596532195806503, "epoch": 2, "train_acc": 0.72890553995584617, "train_loss": 0.68929905604712571}
{"dev_acc": 0.5400239785706703, "dev_loss": 0.69426360460264347, "epoch": 3, "train_acc": 0.7630520544128272, "train_loss": 0.61795532231843919}
{"dev_acc": 0.61066176520666404, "dev_loss": 0.69304604242954937, "epoch": 4, "train_acc": 0.80076498027643861, "train_loss": 0.60299745277513428}
{"dev_acc": 0.58516247267827715, "dev_loss": 0.67000337530459675, "epoch": 5, "train_acc": 0.81172901391263563, "train_loss": 0.56505657958833477}
{"dev_acc": 0.61342881696630491, "dev_loss": 0.6288181993045977, "epoch": 6, "train_acc": 0.8401821986152086, "train_loss": 0.50339322433441502}
{"dev_acc": 0.57970390695636043, "dev_loss": 0.65736628882586956, "epoch": 7, "train_acc": 0.85664123626357458, "train_loss": 0.45367611234984068}
{"dev_acc": 0.60743489228427039, "dev_loss": 0.64488138950296814, "epoch": 8, "train_acc": 0.86636276021875758, "train_loss": 0.42001210035213943}
{"dev_acc": 0.61080084352557684, "dev_loss": 0.65670211520045996, "epoch": 9, "train_acc": 0.87407507700497433, "train_loss": 0.38993825389756054}
{"dev_acc": 0.62507011954508418, "dev_loss": 0.65326845067154082, "epoch": 10, "train_acc": 0.88049540388699243, "train_loss": 0.34732018374613943}
{"dev_acc": 0.61582519245810319, "dev_loss": 0.65780468025643912, "epoch": 11, "train_acc": 0.88976769867940408, "train_loss": 0.32018976467013172}
{"dev_acc": 0.65181314790606515, "dev_loss": 0.65722040522710556, "epoch": 12, "train_acc": 0.89586446439287426, "train_loss": 0.29415068689356499}
{"dev_acc": 0.63716477594437604, "dev_loss": 0.64206833019852638, "epoch": 13, "train_acc": 0.90064342607564696, "train_loss": 0.27814333885318682}
{"dev_acc": 0.6551257094996602, "dev_loss": 0.64165235144485322, "epoch": 14, "train_acc": 0.90538320134817885, "train_loss": 0.27530748925843762}
{"dev_acc": 0.66993134827273371, "dev_loss": 0.64548372380834607, "epoch": 15, "train_acc": 0.91092209472818197, "train_loss": 0.26372600941258612}
{"dev_acc": 0.63727239058751917, "dev_loss": 0.63922863297297483, "epoch": 16, "train_acc": 0.91462585140669661, "train_loss": 0.24626152380959049}
{"dev_acc": 0.61107165209965264, "dev_loss": 0.67494883494717739, "epoch": 17, "train_acc": 0.91095582316319745, "train_loss": 0.24743031143045785}
{"dev_acc": 0.64302216781355093, "dev_loss": 0.6857660785650036, "epoch": 18, "train_acc": 0.91784088591048707, "train_loss": 0.23691384133269799}
{"dev_acc": 0.63507838481501533, "dev_loss": 0.67428052624953649, "epoch": 19, "train_acc": 0.92107771566737451, "train_loss": 0.22488080776485178}
{"dev_acc": 0.6447672830063873, "dev_loss": 0.64211468997278387, "epoch": 20, "train_acc": 0.92308897378873267, "train_loss": 0.21363444809501259}
{"dev_acc": 0.64122954801985188, "dev_loss": 0.68172772601246834, "epoch": 21, "train_acc": 0.91530483268559493, "train_loss": 0.24584425248712585}
{"dev_acc": 0.63249636682006039, "dev_loss": 0.6669216983136721, "epoch": 22, "train_acc": 0.91687779455392959, "train_loss": 0.25158608910705765}
{"dev_acc": 0.65894324723715536, "dev_loss": 0.6615928784095948, "epoch": 23, "train_acc": 0.92121658720483712, "train_loss": 0.22256456415428297}
{"dev_acc": 0.6483150074166335, "dev_loss": 0.68309244028724991, "epoch": 24, "train_acc": 0.92657985519977704, "train_loss": 0.21011611603825248}
{"dev_acc": 0.66355082168586954, "dev_loss": 0.65427705750750775, "epoch": 25, "train_acc": 0.93152508691010416, "train_loss": 0.19562638584447764}
{"dev_acc": 0.65002794274904085, "dev_loss": 0.66999106926959939, "epoch": 26, "train_acc": 0.93525298700408233, "train_loss": 0.18921390572570917}
{"dev_acc": 0.65391163746589476, "dev_loss": 0.68518856053872568, "epoch": 27, "train_acc": 0.93806807714795482, "train_loss": 0.18576157701926016}
