{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.57014314402238553, "dev_loss": 0.67857005074620247, "epoch": 0, "train_acc": 0.73238104803564041, "train_loss": 0.73732165897948831}
{"dev_acc": 0.54415684965668676, "dev_loss": 0.68505642243794029, "epoch": 1, "train_acc": 0.66071840820046968, "train_loss": 0.72994243231000777}
{"dev_acc": 0.5808417573151019, "dev_loss": 0.67277898586222107, "epoch": 2, "train_acc": 0.71640328161979017, "train_loss": 0.66627643342259568}
{"dev_acc": 0.59663530475076321, "dev_loss": 0.67108915799430435, "epoch": 3, "train_acc": 0.76262417195575549, "train_loss": 0.62925366321696508}
{"dev_acc": 0.5964136634463274, "dev_loss": 0.69067417830228806, "epoch": 4, "train_acc": 0.7868597598895376, "train_loss": 0.59192178238041793}
{"dev_acc": 0.60588890535220685, "dev_loss": 0.67377612314053947, "epoch": 5, "train_acc": 0.8250103282076422, "train_loss": 0.54796761991102483}
{"dev_acc": 0.58228429036491725, "dev_loss": 0.66310544631310875, "epoch": 6, "train_acc": 0.8399861749586065, "train_loss": 0.46579883426805085}
{"dev_acc": 0.59421500134901706, "dev_loss": 0.68150923560772625, "epoch": 7, "train_acc": 0.8596154025194076, "train_loss": 0.42240389271438877}
{"dev_acc": 0.62336754578666476, "dev_loss": 0.6791954596659967, "epoch": 8, "train_acc": 0.86691530565724606, "train_loss": 0.41008776803559893}
{"dev_acc": 0.58204748020766517, "dev_loss": 0.70369171989815571, "epoch": 9, "train_acc": 0.87424441684520482, "train_loss": 0.37216983479742383}
{"dev_acc": 0.60546149825960716, "dev_loss": 0.70322772328342709, "epoch": 10, "train_acc": 0.88692798168481179, "train_loss": 0.33555212649929372}
{"dev_acc": 0.64195068232702257, "dev_loss": 0.70647705173386, "epoch": 11, "train_acc": 0.89453648966995292, "train_loss": 0.30034309099840967}
{"dev_acc": 0.63935359410908355, "dev_loss": 0.73256100820643566, "epoch": 12, "train_acc": 0.88793700790034824, "train_loss": 0.32925099792854884}
{"dev_acc": 0.61276550747882619, "dev_loss": 0.67009842861443758, "epoch": 13, "train_acc": 0.892333042272348, "train_loss": 0.31503749058782299}
{"dev_acc": 0.62089342676164316, "dev_loss": 0.70529272074678118, "epoch": 14, "train_acc": 0.89264879303484046, "train_loss": 0.31918443778907007}
{"dev_acc": 0.60875029540334247, "dev_loss": 0.70867014782769344, "epoch": 15, "train_acc": 0.90064314727944073, "train_loss": 0.27600352017833746}
{"dev_acc": 0.63735672647491715, "dev_loss": 0.72786312204386505, "epoch": 16, "train_acc": 0.90640048565305453, "train_loss": 0.25884919044196231}
{"dev_acc": 0.61865494734894366, "dev_loss": 0.76087146937581041, "epoch": 17, "train_acc": 0.9108080972867012, "train_loss": 0.24955656670646953}
{"dev_acc": 0.60278710822612336, "dev_loss": 0.76442211453935927, "epoch": 18, "train_acc": 0.91398423850680766, "train_loss": 0.23740941610576324}
{"dev_acc": 0.60264183031407026, "dev_loss": 0.76884193725085681, "epoch": 19, "train_acc": 0.9173378775603106, "train_loss": 0.22539478507706354}
{"dev_acc": 0.60947337680779601, "dev_loss": 0.78719523875042796, "epoch": 20, "train_acc": 0.92011627383298633, "train_loss": 0.22041553365511679}
{"dev_acc": 0.62542719247980394, "dev_loss": 0.79236889949866707, "epoch": 21, "train_acc": 0.92276196841025437, "train_loss": 0.21258615755588053}
{"dev_acc": 0.61007084353046637, "dev_loss": 0.83765098023494444, "epoch": 22, "train_acc": 0.92667530137228971, "train_loss": 0.20110148907332576}
