{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.56613682578466018, "dev_loss": 0.67800571663039066, "epoch": 0, "train_acc": 0.67218219576105209, "train_loss": 0.74981642259827141}
{"dev_acc": 0.54853142837882074, "dev_loss": 0.68755346323762623, "epoch": 1, "train_acc": 0.64078820517494073, "train_loss": 0.71153658703912659}
{"dev_acc": 0.56090604916963505, "dev_loss": 0.68170222373945377, "epoch": 2, "train_acc": 0.68082877889583993, "train_loss": 0.71071042592012434}
{"dev_acc": 0.58647023717512081, "dev_loss": 0.67378148117235726, "epoch": 3, "train_acc": 0.72064581796838045, "train_loss": 0.66534308051761193}
{"dev_acc": 0.58757996190736761, "dev_loss": 0.66244205619607655, "epoch": 4, "train_acc": 0.77952101299706666, "train_loss": 0.6353101918968973}
{"dev_acc": 0.56202061352984078, "dev_loss": 0.66878654275621685, "epoch": 5, "train_acc": 0.79423510867688873, "train_loss": 0.60624771989599058}
{"dev_acc": 0.63196266883909336, "dev_loss": 0.65742561327559612, "epoch": 6, "train_acc": 0.80358189524870127, "train_loss": 0.56362326914751082}
{"dev_acc": 0.62177191861375192, "dev_loss": 0.67020963132381439, "epoch": 7, "train_acc": 0.82048815001113273, "train_loss": 0.51781979712504378}
{"dev_acc": 0.59031364527131414, "dev_loss": 0.66746889640177998, "epoch": 8, "train_acc": 0.8298556294184477, "train_loss": 0.47636892349471022}
{"dev_acc": 0.59702158250982762, "dev_loss": 0.65901461137192585, "epoch": 9, "train_acc": 0.84854077929701743, "train_loss": 0.45459289447982099}
{"dev_acc": 0.60965117369493349, "dev_loss": 0.67930882104805534, "epoch": 10, "train_acc": 0.85773378748833429, "train_loss": 0.41844148129884956}
{"dev_acc": 0.66975771073877433, "dev_loss": 0.63943063148430412, "epoch": 11, "train_acc": 0.86821976672084133, "train_loss": 0.37352509718812721}
{"dev_acc": 0.63138379649006271, "dev_loss": 0.66665627275194439, "epoch": 12, "train_acc": 0.8778285311042352, "train_loss": 0.37582355341579343}
{"dev_acc": 0.61559323605495553, "dev_loss": 0.66495203226804733, "epoch": 13, "train_acc": 0.87993023421348415, "train_loss": 0.36293906614160804}
{"dev_acc": 0.64988365314128027, "dev_loss": 0.68700978598956552, "epoch": 14, "train_acc": 0.88171728938659544, "train_loss": 0.33286119545986759}
{"dev_acc": 0.68869491740464051, "dev_loss": 0.61733599432877129, "epoch": 15, "train_acc": 0.89038566823571752, "train_loss": 0.31126477397223817}
{"dev_acc": 0.68256134959076387, "dev_loss": 0.62425204645842314, "epoch": 16, "train_acc": 0.89543459811851911, "train_loss": 0.28810813878898661}
{"dev_acc": 0.66797816416246258, "dev_loss": 0.63776509756488464, "epoch": 17, "train_acc": 0.897616651763118, "train_loss": 0.2795492060942269}
{"dev_acc": 0.68147606277511641, "dev_loss": 0.62119665189779227, "epoch": 18, "train_acc": 0.90192301334659319, "train_loss": 0.26923841947418509}
{"dev_acc": 0.65421139512298887, "dev_loss": 0.66244740138894742, "epoch": 19, "train_acc": 0.90041157729417909, "train_loss": 0.26649528655482901}
{"dev_acc": 0.59570676862197203, "dev_loss": 0.84017643864665714, "epoch": 20, "train_acc": 0.89668914366820984, "train_loss": 0.27309794957997113}
{"dev_acc": 0.56916476063603239, "dev_loss": 0.69909335965556763, "epoch": 21, "train_acc": 0.88196776129601206, "train_loss": 0.40458188501858638}
{"dev_acc": 0.634940336891475, "dev_loss": 0.67243449097233154, "epoch": 22, "train_acc": 0.89177870188425989, "train_loss": 0.30715070080742995}
{"dev_acc": 0.66631013952977181, "dev_loss": 0.66502735364649979, "epoch": 23, "train_acc": 0.89745761308812633, "train_loss": 0.28047861262295348}
{"dev_acc": 0.66759542240781611, "dev_loss": 0.6546360133215785, "epoch": 24, "train_acc": 0.90275306060949934, "train_loss": 0.26105204084003936}
{"dev_acc": 0.64493017496561955, "dev_loss": 0.66432346722909386, "epoch": 25, "train_acc": 0.90602317081010808, "train_loss": 0.25748136026425217}
{"dev_acc": 0.65247565780221761, "dev_loss": 0.67130395650331465, "epoch": 26, "train_acc": 0.90850543891801927, "train_loss": 0.24425320634898387}
{"dev_acc": 0.63840277508508836, "dev_loss": 0.69467506956841263, "epoch": 27, "train_acc": 0.91026901515046899, "train_loss": 0.23535639942547046}
{"dev_acc": 0.65103839250505136, "dev_loss": 0.69100325920486028, "epoch": 28, "train_acc": 0.91399722584023591, "train_loss": 0.22993721519493721}
{"dev_acc": 0.65443107118786614, "dev_loss": 0.72593354001375177, "epoch": 29, "train_acc": 0.91648422082885395, "train_loss": 0.22106734273035691}
{"dev_acc": 0.66055904050781955, "dev_loss": 0.72079868707805872, "epoch": 30, "train_acc": 0.91864692013423332, "train_loss": 0.21782721052553411}
{"dev_acc": 0.64347439577702803, "dev_loss": 0.71468422166071832, "epoch": 31, "train_acc": 0.92138507140159409, "train_loss": 0.21430696706476185}
{"dev_acc": 0.61086625573403519, "dev_loss": 0.93670336507992558, "epoch": 32, "train_acc": 0.92116082374595998, "train_loss": 0.2058370692170626}
{"dev_acc": 0.60155543903894959, "dev_loss": 0.73371532958533081, "epoch": 33, "train_acc": 0.88849094999709022, "train_loss": 0.34095403126918394}
{"dev_acc": 0.6310883386136259, "dev_loss": 0.75123640143179471, "epoch": 34, "train_acc": 0.90457987655350558, "train_loss": 0.26759923326074075}
{"dev_acc": 0.63663997262101657, "dev_loss": 0.73711740198944298, "epoch": 35, "train_acc": 0.91081830180391221, "train_loss": 0.239082325357484}
{"dev_acc": 0.64019579518764969, "dev_loss": 0.75310911131756642, "epoch": 36, "train_acc": 0.91420549058176415, "train_loss": 0.22928294076737535}
{"dev_acc": 0.64606523756022505, "dev_loss": 0.76848363204460057, "epoch": 37, "train_acc": 0.91665489981225001, "train_loss": 0.22256073939519685}
{"dev_acc": 0.63021332624880055, "dev_loss": 0.73670254967042381, "epoch": 38, "train_acc": 0.91243336730043612, "train_loss": 0.237400916060197}
{"dev_acc": 0.63100848943208321, "dev_loss": 0.7275766715673464, "epoch": 39, "train_acc": 0.91492588898919869, "train_loss": 0.22952273068065412}
{"dev_acc": 0.64161067141660733, "dev_loss": 0.7318573974605117, "epoch": 40, "train_acc": 0.91876677676426532, "train_loss": 0.22006046857030567}
{"dev_acc": 0.64128992069009094, "dev_loss": 0.74202889536640471, "epoch": 41, "train_acc": 0.92266905284103329, "train_loss": 0.21121895428130968}
{"dev_acc": 0.64716757278266768, "dev_loss": 0.75003735973898855, "epoch": 42, "train_acc": 0.92420663473216813, "train_loss": 0.20497244231320352}
{"dev_acc": 0.63747706863726905, "dev_loss": 0.77233334604118553, "epoch": 43, "train_acc": 0.92675735038920493, "train_loss": 0.1979135705653248}
{"dev_acc": 0.62324048219298167, "dev_loss": 0.76306442663605722, "epoch": 44, "train_acc": 0.92901042322087946, "train_loss": 0.19286494972361135}
{"dev_acc": 0.63536812364568895, "dev_loss": 0.76803469445024219, "epoch": 45, "train_acc": 0.93133944655316236, "train_loss": 0.18631872444566858}
{"dev_acc": 0.62168758093868492, "dev_loss": 0.78183593055499456, "epoch": 46, "train_acc": 0.93344958614945528, "train_loss": 0.18334504482896316}
{"dev_acc": 0.62352149917113187, "dev_loss": 0.84877574134485001, "epoch": 47, "train_acc": 0.93525347241495549, "train_loss": 0.18107172079281911}
{"dev_acc": 0.62979205560427176, "dev_loss": 0.80249359325638836, "epoch": 48, "train_acc": 0.93631389371659823, "train_loss": 0.17801921371601911}
{"dev_acc": 0.61933662866663597, "dev_loss": 0.84831638115325148, "epoch": 49, "train_acc": 0.93803910309036831, "train_loss": 0.17809241368579737}
{"dev_acc": 0.62192797629324104, "dev_loss": 0.83397758772064534, "epoch": 50, "train_acc": 0.93866498791867226, "train_loss": 0.17176918611571465}
