{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.51589985629138613, "dev_loss": 0.69389188183205464, "epoch": 0, "train_acc": 0.77823804272842179, "train_loss": 0.70064034586465807}
{"dev_acc": 0.56528667140420519, "dev_loss": 0.6878633174513068, "epoch": 1, "train_acc": 0.75423448080795241, "train_loss": 0.69044568531120876}
{"dev_acc": 0.55813775503443208, "dev_loss": 0.67964796721935272, "epoch": 2, "train_acc": 0.78362502897147179, "train_loss": 0.61266676704340339}
{"dev_acc": 0.54883291342142171, "dev_loss": 0.68758740222879822, "epoch": 3, "train_acc": 0.81291880936642946, "train_loss": 0.5497864450834975}
{"dev_acc": 0.60767117853588115, "dev_loss": 0.6920000077890498, "epoch": 4, "train_acc": 0.8296903796476558, "train_loss": 0.51861780580086048}
{"dev_acc": 0.56805033132192551, "dev_loss": 0.73178768663534099, "epoch": 5, "train_acc": 0.85406558511502806, "train_loss": 0.46667796363936193}
{"dev_acc": 0.56764369070058229, "dev_loss": 0.70560011666800293, "epoch": 6, "train_acc": 0.86340623410307171, "train_loss": 0.42276302424459894}
{"dev_acc": 0.575177689339472, "dev_loss": 0.71350748304809841, "epoch": 7, "train_acc": 0.8755723296165514, "train_loss": 0.36657200856252187}
{"dev_acc": 0.5787834132566908, "dev_loss": 0.72629481527422157, "epoch": 8, "train_acc": 0.88135255499965615, "train_loss": 0.33781643737036782}
{"dev_acc": 0.60165446787008015, "dev_loss": 0.70811409423393867, "epoch": 9, "train_acc": 0.89124567681478872, "train_loss": 0.32368468625258795}
{"dev_acc": 0.6022716813231882, "dev_loss": 0.75242443622222965, "epoch": 10, "train_acc": 0.89663588006224837, "train_loss": 0.30698098020651671}
{"dev_acc": 0.60153207443916035, "dev_loss": 0.74276356864720583, "epoch": 11, "train_acc": 0.90171354386254332, "train_loss": 0.27478127758891052}
{"dev_acc": 0.62401156054092055, "dev_loss": 0.72804701687502005, "epoch": 12, "train_acc": 0.90734700216411068, "train_loss": 0.26747987393283912}
{"dev_acc": 0.60547883460097462, "dev_loss": 0.7606511627590018, "epoch": 13, "train_acc": 0.90806284436786688, "train_loss": 0.25759282782290699}
{"dev_acc": 0.62109207147556145, "dev_loss": 0.776241907982954, "epoch": 14, "train_acc": 0.91501604440121442, "train_loss": 0.23543121069640252}
{"dev_acc": 0.59872847402505047, "dev_loss": 0.75420396335955175, "epoch": 15, "train_acc": 0.91116060015288769, "train_loss": 0.26365467203527548}
{"dev_acc": 0.59885071730636441, "dev_loss": 0.78629175986030275, "epoch": 16, "train_acc": 0.91325044930524324, "train_loss": 0.24644973481816676}
{"dev_acc": 0.62564810331732235, "dev_loss": 0.80395795937095371, "epoch": 17, "train_acc": 0.91923841306062259, "train_loss": 0.22440443412088376}
{"dev_acc": 0.56597080114347809, "dev_loss": 0.86140774097293615, "epoch": 18, "train_acc": 0.92206258272262509, "train_loss": 0.21538583723064866}
{"dev_acc": 0.6500007477244728, "dev_loss": 0.79777244957430027, "epoch": 19, "train_acc": 0.92497971719737748, "train_loss": 0.20940528958416957}
{"dev_acc": 0.54702700163152662, "dev_loss": 0.83613096709762302, "epoch": 20, "train_acc": 0.91606635248643575, "train_loss": 0.23376540007339378}
{"dev_acc": 0.57798476656988007, "dev_loss": 0.76109490330730167, "epoch": 21, "train_acc": 0.91138835305359756, "train_loss": 0.2811055876774407}
{"dev_acc": 0.5868500622287478, "dev_loss": 0.79245187448603771, "epoch": 22, "train_acc": 0.91388722510675757, "train_loss": 0.25115406730129747}
{"dev_acc": 0.58654894451408823, "dev_loss": 0.81572627755148075, "epoch": 23, "train_acc": 0.919251238247486, "train_loss": 0.22843060684626143}
{"dev_acc": 0.60129335661231664, "dev_loss": 0.8635223008958357, "epoch": 24, "train_acc": 0.92436574660963677, "train_loss": 0.20704988541841932}
{"dev_acc": 0.61269583739804456, "dev_loss": 0.84091810576085535, "epoch": 25, "train_acc": 0.92829906484189073, "train_loss": 0.20369907413886365}
{"dev_acc": 0.63672975636590479, "dev_loss": 0.86505293686475071, "epoch": 26, "train_acc": 0.93165154775505998, "train_loss": 0.19042524774897773}
{"dev_acc": 0.60216969414592414, "dev_loss": 0.88393264809357264, "epoch": 27, "train_acc": 0.93412979978172872, "train_loss": 0.18936051938998147}
{"dev_acc": 0.61411561099379408, "dev_loss": 0.85059972493244074, "epoch": 28, "train_acc": 0.93375645538125662, "train_loss": 0.18730452339670731}
{"dev_acc": 0.5888889043179254, "dev_loss": 0.88561446605516336, "epoch": 29, "train_acc": 0.9371689250852826, "train_loss": 0.17820181670676788}
{"dev_acc": 0.56974845180929512, "dev_loss": 0.92829764368278644, "epoch": 30, "train_acc": 0.94063752307758741, "train_loss": 0.1693439243060737}
{"dev_acc": 0.61170033256635237, "dev_loss": 0.93017891967403032, "epoch": 31, "train_acc": 0.94288063790071874, "train_loss": 0.1673317470276858}
{"dev_acc": 0.60035862652530259, "dev_loss": 0.9767306699151439, "epoch": 32, "train_acc": 0.94495159331631207, "train_loss": 0.15687833247482305}
