{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.49509208078874822, "dev_loss": 0.69148159772157669, "epoch": 0, "train_acc": 0.68836224596571938, "train_loss": 0.73635850563833982}
{"dev_acc": 0.57431652684081147, "dev_loss": 0.69011494038360455, "epoch": 1, "train_acc": 0.73899299546618868, "train_loss": 0.69959838594062418}
{"dev_acc": 0.52923256951290765, "dev_loss": 0.69522499931710102, "epoch": 2, "train_acc": 0.79234731039391459, "train_loss": 0.62906907423387604}
{"dev_acc": 0.55663151692187185, "dev_loss": 0.68970783108047073, "epoch": 3, "train_acc": 0.8113030060446228, "train_loss": 0.59938437010668499}
{"dev_acc": 0.56259802679636117, "dev_loss": 0.69039343244263107, "epoch": 4, "train_acc": 0.82635380259223989, "train_loss": 0.5599156072999858}
{"dev_acc": 0.59305811822261023, "dev_loss": 0.66245452740362709, "epoch": 5, "train_acc": 0.84463666832537443, "train_loss": 0.47436510266948351}
{"dev_acc": 0.58368181512322981, "dev_loss": 0.70036969480237787, "epoch": 6, "train_acc": 0.8632022272467067, "train_loss": 0.41945359659015757}
{"dev_acc": 0.64016809812696074, "dev_loss": 0.70267624115305283, "epoch": 7, "train_acc": 0.87259546671264754, "train_loss": 0.37718180847601801}
{"dev_acc": 0.57358013394197582, "dev_loss": 0.6958524901419878, "epoch": 8, "train_acc": 0.88306419920655599, "train_loss": 0.35427739377475426}
{"dev_acc": 0.56684526989826245, "dev_loss": 0.72436837971742662, "epoch": 9, "train_acc": 0.88537600486296641, "train_loss": 0.33804047381788305}
{"dev_acc": 0.59987026991008829, "dev_loss": 0.71106290617691614, "epoch": 10, "train_acc": 0.8930737017356144, "train_loss": 0.30126908169234101}
{"dev_acc": 0.63984331701517339, "dev_loss": 0.70166248335902182, "epoch": 11, "train_acc": 0.90373327922446722, "train_loss": 0.27621267496938284}
{"dev_acc": 0.55673655253541598, "dev_loss": 0.77144653084022663, "epoch": 12, "train_acc": 0.90835622702064656, "train_loss": 0.25473580747854579}
{"dev_acc": 0.59644502386393938, "dev_loss": 0.76362565745200428, "epoch": 13, "train_acc": 0.89515483387723194, "train_loss": 0.29313740264211746}
{"dev_acc": 0.61125266787287613, "dev_loss": 0.73559625210639623, "epoch": 14, "train_acc": 0.89987655159485014, "train_loss": 0.28690195643001154}
{"dev_acc": 0.61730250574152667, "dev_loss": 0.78862758433180191, "epoch": 15, "train_acc": 0.90737479301928259, "train_loss": 0.25303742730226719}
{"dev_acc": 0.56818710276274764, "dev_loss": 0.76775686509375063, "epoch": 16, "train_acc": 0.904488450393375, "train_loss": 0.26558595447199818}
{"dev_acc": 0.59951049862269523, "dev_loss": 0.78519304445944726, "epoch": 17, "train_acc": 0.91122892375369846, "train_loss": 0.24562377150795317}
{"dev_acc": 0.58510633691652758, "dev_loss": 0.83822198305279016, "epoch": 18, "train_acc": 0.91747879585609171, "train_loss": 0.22427954460653371}
{"dev_acc": 0.58620380716714693, "dev_loss": 0.84089801655084428, "epoch": 19, "train_acc": 0.92106057487212423, "train_loss": 0.21588552369322786}
{"dev_acc": 0.62199098884175519, "dev_loss": 0.86073445196130449, "epoch": 20, "train_acc": 0.92400409969263786, "train_loss": 0.2090198514368562}
{"dev_acc": 0.62285396407156568, "dev_loss": 0.85481917883069924, "epoch": 21, "train_acc": 0.92730967332012193, "train_loss": 0.19396639860239206}
{"dev_acc": 0.62830095759522542, "dev_loss": 0.82746738824062049, "epoch": 22, "train_acc": 0.93019831119575169, "train_loss": 0.19213559773833125}
{"dev_acc": 0.62059849886625784, "dev_loss": 0.92136105060178253, "epoch": 23, "train_acc": 0.93294381889908629, "train_loss": 0.18565827870374557}
{"dev_acc": 0.62826255438267775, "dev_loss": 0.89573253680386444, "epoch": 24, "train_acc": 0.93467260436432298, "train_loss": 0.1812714384470866}
{"dev_acc": 0.6445280628048623, "dev_loss": 0.89323809273108579, "epoch": 25, "train_acc": 0.93685190296855647, "train_loss": 0.17542852656938118}
{"dev_acc": 0.63667837612947298, "dev_loss": 0.85127830930287018, "epoch": 26, "train_acc": 0.93807419492925725, "train_loss": 0.17195605331478506}
