{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.61086716334368218, "dev_loss": 0.67217262727873661, "epoch": 0, "train_acc": 0.70056145223379918, "train_loss": 0.74267401235013064}
{"dev_acc": 0.5971629404362, "dev_loss": 0.674437011459044, "epoch": 1, "train_acc": 0.74516040081000434, "train_loss": 0.69641223361220539}
{"dev_acc": 0.59712839115419869, "dev_loss": 0.67297244444489479, "epoch": 2, "train_acc": 0.73801650815675712, "train_loss": 0.67661114621766005}
{"dev_acc": 0.59469659550820608, "dev_loss": 0.64519025012850761, "epoch": 3, "train_acc": 0.79829556203590823, "train_loss": 0.62884998887400079}
{"dev_acc": 0.63624071253408998, "dev_loss": 0.65201511713010929, "epoch": 4, "train_acc": 0.81692327370402651, "train_loss": 0.57684575002404703}
{"dev_acc": 0.61834148492442853, "dev_loss": 0.63497961472187725, "epoch": 5, "train_acc": 0.83017382248151661, "train_loss": 0.54853027247929875}
{"dev_acc": 0.62389795762307165, "dev_loss": 0.65287161937781746, "epoch": 6, "train_acc": 0.85381716006135666, "train_loss": 0.45610611183168015}
{"dev_acc": 0.61121971522804885, "dev_loss": 0.65426008057381424, "epoch": 7, "train_acc": 0.87030523003678861, "train_loss": 0.41564641426069826}
{"dev_acc": 0.66517558898498397, "dev_loss": 0.65376607222216465, "epoch": 8, "train_acc": 0.87492973880968672, "train_loss": 0.36381720112565952}
{"dev_acc": 0.64751728529890484, "dev_loss": 0.71436318163094781, "epoch": 9, "train_acc": 0.8801783141474594, "train_loss": 0.36075865293416798}
{"dev_acc": 0.6518617729818702, "dev_loss": 0.72630294874709633, "epoch": 10, "train_acc": 0.88662914806289739, "train_loss": 0.33732006896310779}
{"dev_acc": 0.66741967254406398, "dev_loss": 0.72523023976412204, "epoch": 11, "train_acc": 0.88987636612953269, "train_loss": 0.30550303402403961}
{"dev_acc": 0.64420170315814074, "dev_loss": 0.68783531031970468, "epoch": 12, "train_acc": 0.89464911459654295, "train_loss": 0.30994360445397373}
{"dev_acc": 0.66426937728094548, "dev_loss": 0.68668655059965589, "epoch": 13, "train_acc": 0.89841839605480489, "train_loss": 0.27632421053226897}
{"dev_acc": 0.59399106309351357, "dev_loss": 0.70208846245493206, "epoch": 14, "train_acc": 0.9029371160102222, "train_loss": 0.26522316824006731}
{"dev_acc": 0.62457381377453436, "dev_loss": 0.70257974341179108, "epoch": 15, "train_acc": 0.90451807718334976, "train_loss": 0.25979465688873504}
{"dev_acc": 0.61846324210612369, "dev_loss": 0.71567493598143173, "epoch": 16, "train_acc": 0.91150090539182849, "train_loss": 0.24045879815416293}
{"dev_acc": 0.55195048270266656, "dev_loss": 0.77158995950594544, "epoch": 17, "train_acc": 0.88955032850413929, "train_loss": 0.32213379834672506}
{"dev_acc": 0.57904571106978164, "dev_loss": 0.74873949637237402, "epoch": 18, "train_acc": 0.90166015862929638, "train_loss": 0.26523066170092174}
{"dev_acc": 0.5693820664111785, "dev_loss": 0.7578345483967236, "epoch": 19, "train_acc": 0.90718244152546224, "train_loss": 0.24745879912619256}
{"dev_acc": 0.55705913191544287, "dev_loss": 0.77134629827924073, "epoch": 20, "train_acc": 0.91239348512993834, "train_loss": 0.23959660663894272}
{"dev_acc": 0.54602400138879315, "dev_loss": 0.74750037857198293, "epoch": 21, "train_acc": 0.91310870145613987, "train_loss": 0.26659819773911159}
{"dev_acc": 0.58625835978984064, "dev_loss": 0.756297438072839, "epoch": 22, "train_acc": 0.9162076584432044, "train_loss": 0.22501126281354175}
{"dev_acc": 0.55098499984953597, "dev_loss": 0.87848181881210097, "epoch": 23, "train_acc": 0.91885765637575367, "train_loss": 0.21854721436710273}
{"dev_acc": 0.58150625735587214, "dev_loss": 0.78989179621982786, "epoch": 24, "train_acc": 0.92246728331785732, "train_loss": 0.21045217680880399}
{"dev_acc": 0.57992004211580495, "dev_loss": 0.78408796631265432, "epoch": 25, "train_acc": 0.92321642415058858, "train_loss": 0.2084025161597241}
{"dev_acc": 0.53861287664375446, "dev_loss": 0.85334237131090573, "epoch": 26, "train_acc": 0.92424508413127493, "train_loss": 0.20125547620538575}
{"dev_acc": 0.57022602146263646, "dev_loss": 0.81397085969885141, "epoch": 27, "train_acc": 0.92694647676555708, "train_loss": 0.19335723124776785}
{"dev_acc": 0.5455358571776594, "dev_loss": 0.91392699829469037, "epoch": 28, "train_acc": 0.92846364464335662, "train_loss": 0.18991644298024121}
{"dev_acc": 0.58735132826137237, "dev_loss": 0.72816641309431618, "epoch": 29, "train_acc": 0.91560944002000788, "train_loss": 0.24516889399423741}
{"dev_acc": 0.64081236845581824, "dev_loss": 0.73434965410602415, "epoch": 30, "train_acc": 0.9066480509167637, "train_loss": 0.26272189794064066}
{"dev_acc": 0.59920404886628487, "dev_loss": 0.77433528584827271, "epoch": 31, "train_acc": 0.9164586648668207, "train_loss": 0.22406054729274533}
{"dev_acc": 0.59060122809282822, "dev_loss": 0.78677980051309404, "epoch": 32, "train_acc": 0.921523999928753, "train_loss": 0.20727879135638086}
{"dev_acc": 0.59496398014078478, "dev_loss": 0.78158090737581787, "epoch": 33, "train_acc": 0.92501377897620241, "train_loss": 0.20111965584786773}
{"dev_acc": 0.60533771615732146, "dev_loss": 0.74896397235404166, "epoch": 34, "train_acc": 0.92554643405644266, "train_loss": 0.20030251407407848}
{"dev_acc": 0.60963885332090417, "dev_loss": 0.82148476482169441, "epoch": 35, "train_acc": 0.92537200643431328, "train_loss": 0.20784200394166563}
{"dev_acc": 0.61591951082306973, "dev_loss": 0.84603969077579677, "epoch": 36, "train_acc": 0.92810948084988698, "train_loss": 0.19385848857780708}
{"dev_acc": 0.59081581774445446, "dev_loss": 0.86935943273627869, "epoch": 37, "train_acc": 0.93179363009560445, "train_loss": 0.18269944811793179}
{"dev_acc": 0.59661106463313485, "dev_loss": 0.87910634601887849, "epoch": 38, "train_acc": 0.93349303967414432, "train_loss": 0.17884623033548647}
{"dev_acc": 0.58339591666890322, "dev_loss": 0.88942788434048581, "epoch": 39, "train_acc": 0.93616273104736725, "train_loss": 0.17247684227826354}
{"dev_acc": 0.58873413242576156, "dev_loss": 0.89985360987234997, "epoch": 40, "train_acc": 0.93920875932858372, "train_loss": 0.16529971490893366}
{"dev_acc": 0.58799980752864234, "dev_loss": 0.97826401621984715, "epoch": 41, "train_acc": 0.93980944495414576, "train_loss": 0.16369494992006045}
{"dev_acc": 0.56124709964179709, "dev_loss": 0.97657611022337476, "epoch": 42, "train_acc": 0.94026453415456712, "train_loss": 0.16246468210775225}
{"dev_acc": 0.59265885184969214, "dev_loss": 0.85389263711736674, "epoch": 43, "train_acc": 0.9407923378645674, "train_loss": 0.17335793653155288}
{"dev_acc": 0.59952888583780073, "dev_loss": 0.88080141778170529, "epoch": 44, "train_acc": 0.93843438103614218, "train_loss": 0.17579057226543274}
