{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.59068908739353831, "dev_loss": 0.68078026494809563, "epoch": 0, "train_acc": 0.6632850185059912, "train_loss": 0.76875937890402879}
{"dev_acc": 0.49385962249547183, "dev_loss": 0.69152746775320595, "epoch": 1, "train_acc": 0.658081207427617, "train_loss": 0.71996218116977551}
{"dev_acc": 0.61100617494409637, "dev_loss": 0.65512761580092571, "epoch": 2, "train_acc": 0.71190511833912073, "train_loss": 0.66515015009083323}
{"dev_acc": 0.58539994749242208, "dev_loss": 0.67055537391986164, "epoch": 3, "train_acc": 0.69044938759015018, "train_loss": 0.68660744798334339}
{"dev_acc": 0.59214381886703771, "dev_loss": 0.6735578328371048, "epoch": 4, "train_acc": 0.69926107258464809, "train_loss": 0.6865257020992569}
{"dev_acc": 0.60651747626182984, "dev_loss": 0.65867090757404057, "epoch": 5, "train_acc": 0.72906647772540578, "train_loss": 0.64397199791443493}
{"dev_acc": 0.6243322707011949, "dev_loss": 0.65351108887365883, "epoch": 6, "train_acc": 0.74650361780253238, "train_loss": 0.61249322397044947}
{"dev_acc": 0.58168303544400879, "dev_loss": 0.68196986562439377, "epoch": 7, "train_acc": 0.76082887313749226, "train_loss": 0.60731352337553535}
{"dev_acc": 0.57037464462127008, "dev_loss": 0.68160252539174893, "epoch": 8, "train_acc": 0.81121894611757417, "train_loss": 0.55033830119461957}
{"dev_acc": 0.56730312547098016, "dev_loss": 0.67345643735357696, "epoch": 9, "train_acc": 0.82025112089872398, "train_loss": 0.51513060752915429}
{"dev_acc": 0.58504706395464778, "dev_loss": 0.6663869321346283, "epoch": 10, "train_acc": 0.83195036284933732, "train_loss": 0.48216058148802082}
{"dev_acc": 0.58960879754462225, "dev_loss": 0.6739719829389027, "epoch": 11, "train_acc": 0.84562530490992904, "train_loss": 0.44487613863960096}
{"dev_acc": 0.59659146746811331, "dev_loss": 0.66711257105427124, "epoch": 12, "train_acc": 0.85435461763704379, "train_loss": 0.43334766878168796}
{"dev_acc": 0.56742434112560258, "dev_loss": 0.69415213673242504, "epoch": 13, "train_acc": 0.86798923891408819, "train_loss": 0.41409661389793023}
{"dev_acc": 0.62969446827207254, "dev_loss": 0.68562965095043182, "epoch": 14, "train_acc": 0.87291778420803423, "train_loss": 0.38223039229765909}
{"dev_acc": 0.62117257800716008, "dev_loss": 0.68970793831561295, "epoch": 15, "train_acc": 0.87794616068022224, "train_loss": 0.35513728425566909}
{"dev_acc": 0.61893669174765087, "dev_loss": 0.6961493007838726, "epoch": 16, "train_acc": 0.88516545948967096, "train_loss": 0.33854126868050405}
{"dev_acc": 0.5778270755423266, "dev_loss": 0.70734256346310886, "epoch": 17, "train_acc": 0.88820195726752671, "train_loss": 0.31508163141994444}
{"dev_acc": 0.56372804328579995, "dev_loss": 0.72647965792566538, "epoch": 18, "train_acc": 0.89048825582621627, "train_loss": 0.30002323026426986}
{"dev_acc": 0.61600938108164505, "dev_loss": 0.69200727449996136, "epoch": 19, "train_acc": 0.89434873066895026, "train_loss": 0.30956062211808338}
{"dev_acc": 0.6097388396424932, "dev_loss": 0.69745949935168028, "epoch": 20, "train_acc": 0.89533084879410729, "train_loss": 0.29563695883166186}
{"dev_acc": 0.59271235291171842, "dev_loss": 0.72670327472899643, "epoch": 21, "train_acc": 0.89818141394270756, "train_loss": 0.27629723670137929}
{"dev_acc": 0.62862537799804752, "dev_loss": 0.71427880267479593, "epoch": 22, "train_acc": 0.90292277501187812, "train_loss": 0.26737155002553631}
{"dev_acc": 0.61468781992242894, "dev_loss": 0.70742000453174114, "epoch": 23, "train_acc": 0.90441490786824197, "train_loss": 0.25729268878150163}
{"dev_acc": 0.6114953480477846, "dev_loss": 0.72298727111358729, "epoch": 24, "train_acc": 0.90863564942188102, "train_loss": 0.24393868422477588}
