{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.56580825551714653, "dev_loss": 0.68536742989506039, "epoch": 0, "train_acc": 0.70415865996432048, "train_loss": 0.75987401906448071}
{"dev_acc": 0.47461531822091052, "dev_loss": 0.69292891131980083, "epoch": 1, "train_acc": 0.70247924734851663, "train_loss": 0.69181660892842689}
{"dev_acc": 0.5883438824472893, "dev_loss": 0.67133333800094463, "epoch": 2, "train_acc": 0.7551116092088459, "train_loss": 0.6852543029604079}
{"dev_acc": 0.59489268035789133, "dev_loss": 0.66349127037184574, "epoch": 3, "train_acc": 0.78583390965564537, "train_loss": 0.65227369530291501}
{"dev_acc": 0.60960428304033842, "dev_loss": 0.65288466640881127, "epoch": 4, "train_acc": 0.81825054002121145, "train_loss": 0.63383749957326097}
{"dev_acc": 0.5610851448640698, "dev_loss": 0.68048461579850739, "epoch": 5, "train_acc": 0.81226396953613611, "train_loss": 0.59857327868289589}
{"dev_acc": 0.56330368979651047, "dev_loss": 0.68853393835680821, "epoch": 6, "train_acc": 0.8207137651960178, "train_loss": 0.53197997638696359}
{"dev_acc": 0.5653627040388477, "dev_loss": 0.6886875059987817, "epoch": 7, "train_acc": 0.83815744004377779, "train_loss": 0.46410973610568651}
{"dev_acc": 0.60488790632238232, "dev_loss": 0.71894590609839981, "epoch": 8, "train_acc": 0.85659596984896236, "train_loss": 0.41666472825822953}
{"dev_acc": 0.55383144720424038, "dev_loss": 0.74133876152336597, "epoch": 9, "train_acc": 0.86617573814515647, "train_loss": 0.37587898007676573}
{"dev_acc": 0.59726510439365399, "dev_loss": 0.71805738724235979, "epoch": 10, "train_acc": 0.87950160885352846, "train_loss": 0.3442805934862434}
{"dev_acc": 0.62259609236540381, "dev_loss": 0.72030930686742067, "epoch": 11, "train_acc": 0.88665418490583003, "train_loss": 0.32965687291012913}
{"dev_acc": 0.60229070162488108, "dev_loss": 0.78789031039923429, "epoch": 12, "train_acc": 0.89415507304414421, "train_loss": 0.30076187368057949}
{"dev_acc": 0.63171542651918222, "dev_loss": 0.73093849686639645, "epoch": 13, "train_acc": 0.89663391486473476, "train_loss": 0.28850057323852296}
{"dev_acc": 0.62081251473339349, "dev_loss": 0.7489302206584918, "epoch": 14, "train_acc": 0.89541470006267365, "train_loss": 0.27261796602802468}
{"dev_acc": 0.64108646985408413, "dev_loss": 0.75983008582677158, "epoch": 15, "train_acc": 0.90229773816506698, "train_loss": 0.29439247546929725}
{"dev_acc": 0.63364885436330165, "dev_loss": 0.7508223772248519, "epoch": 16, "train_acc": 0.90869050122498218, "train_loss": 0.26252778603907534}
{"dev_acc": 0.61675774503910274, "dev_loss": 0.85011764143460566, "epoch": 17, "train_acc": 0.91349120307425546, "train_loss": 0.23485062031747325}
{"dev_acc": 0.6258559336789391, "dev_loss": 0.85933264045576963, "epoch": 18, "train_acc": 0.91216590302276268, "train_loss": 0.23486575298600748}
{"dev_acc": 0.60825367110797135, "dev_loss": 0.73118665468479904, "epoch": 19, "train_acc": 0.89907285632496525, "train_loss": 0.31583861434902949}
{"dev_acc": 0.57474528542544789, "dev_loss": 0.83372051262163693, "epoch": 20, "train_acc": 0.91155969772373835, "train_loss": 0.24686378145832097}
{"dev_acc": 0.6068705519989982, "dev_loss": 0.8952492363168858, "epoch": 21, "train_acc": 0.9165828437499326, "train_loss": 0.22593987403184035}
{"dev_acc": 0.60124429000151491, "dev_loss": 0.86827831512450104, "epoch": 22, "train_acc": 0.92015575930586735, "train_loss": 0.20940544701968261}
{"dev_acc": 0.59953844727321148, "dev_loss": 0.86185143038164824, "epoch": 23, "train_acc": 0.92284403299205409, "train_loss": 0.20109699573220474}
{"dev_acc": 0.6319704585946041, "dev_loss": 0.89298968019180136, "epoch": 24, "train_acc": 0.92600608235768722, "train_loss": 0.1940368141273856}
{"dev_acc": 0.57350652061189344, "dev_loss": 0.72795714677444523, "epoch": 25, "train_acc": 0.91679913541339364, "train_loss": 0.2686084772679731}
{"dev_acc": 0.59792752345209321, "dev_loss": 0.8033255310729146, "epoch": 26, "train_acc": 0.9085458827782168, "train_loss": 0.27538722284032102}
{"dev_acc": 0.61171970767398798, "dev_loss": 0.79205913176493981, "epoch": 27, "train_acc": 0.91489749841790635, "train_loss": 0.23413151975491237}
{"dev_acc": 0.60662807538907049, "dev_loss": 0.83041435041065725, "epoch": 28, "train_acc": 0.91981882491103162, "train_loss": 0.2165080658020157}
{"dev_acc": 0.57281732227719651, "dev_loss": 0.87159926497510498, "epoch": 29, "train_acc": 0.92313044378207421, "train_loss": 0.20501574862430083}
{"dev_acc": 0.5766569678809198, "dev_loss": 0.86301961647612713, "epoch": 30, "train_acc": 0.92714449846945712, "train_loss": 0.19531040852064196}
{"dev_acc": 0.58573349676680042, "dev_loss": 0.87355639386389938, "epoch": 31, "train_acc": 0.92253380582885469, "train_loss": 0.21482159214350691}
{"dev_acc": 0.58301786056804483, "dev_loss": 0.88767863464142593, "epoch": 32, "train_acc": 0.92550487254733349, "train_loss": 0.20029693890664699}
{"dev_acc": 0.60983610269885824, "dev_loss": 0.8848657082500202, "epoch": 33, "train_acc": 0.92951876767868702, "train_loss": 0.18831890848829247}
{"dev_acc": 0.5535675742059516, "dev_loss": 0.93152882350010002, "epoch": 34, "train_acc": 0.93250000681671286, "train_loss": 0.18363319445291645}
{"dev_acc": 0.54190128971733142, "dev_loss": 0.89298100357076948, "epoch": 35, "train_acc": 0.93479536774831051, "train_loss": 0.17325232570800825}
{"dev_acc": 0.6307893778683954, "dev_loss": 0.87422678631264716, "epoch": 36, "train_acc": 0.93023696395226074, "train_loss": 0.18788373556199536}
{"dev_acc": 0.56728288877427535, "dev_loss": 0.83911901739026817, "epoch": 37, "train_acc": 0.92684887806195304, "train_loss": 0.24101742810814322}
{"dev_acc": 0.54726301012204859, "dev_loss": 0.8713302001623171, "epoch": 38, "train_acc": 0.92913363470832999, "train_loss": 0.19212703019398253}
{"dev_acc": 0.55935941934614042, "dev_loss": 0.8454556477123073, "epoch": 39, "train_acc": 0.9318158010632458, "train_loss": 0.1803203159799546}
{"dev_acc": 0.57488967659800927, "dev_loss": 0.87407880667264437, "epoch": 40, "train_acc": 0.93503635067112445, "train_loss": 0.17485487934340474}
{"dev_acc": 0.57164104957758866, "dev_loss": 0.85971828274029705, "epoch": 41, "train_acc": 0.93824772293746939, "train_loss": 0.16767392397336545}
{"dev_acc": 0.62177493668696771, "dev_loss": 0.84446015274651087, "epoch": 42, "train_acc": 0.93974746615939675, "train_loss": 0.1637796471328283}
